epoch,train_loss,train_miou,val_loss,val_miou,val_iou_Forest,val_iou_Plantation,val_iou_Cropland,val_iou_Human-use,val_iou_Water/Wetland
1,0.8797607526247251,0.561056855430192,0.7173160770233127,0.676565288247395,0.47825675389606365,0.38246433962183013,0.8417736440333634,0.775984721355403,0.9043469823303146
2,0.6262093180508773,0.6822790549462823,0.6565587064494257,0.6840218444718822,0.46365371315614073,0.41235821933628913,0.8541291612755559,0.7902710580104325,0.8996970705809928
3,0.5447456571281213,0.7151278868516393,0.6016682887206907,0.708628071256233,0.535853824621838,0.41732412870694696,0.8614901952481652,0.8123969684634127,0.9160752392408019
4,0.5160614300330559,0.7289766421835988,0.6522328273973603,0.7058953552151352,0.5341501136033188,0.42704779312716107,0.8554812446812246,0.7921550887610227,0.9206425359029495
5,0.4884009617117216,0.7414297182990482,0.6173935018587804,0.7042122279762151,0.5475558598848946,0.42087502532734505,0.8417805576547159,0.8142010029277356,0.8966486940863843
6,0.4823285912794611,0.74504299624259,0.6300616664299067,0.7106661927235193,0.5314311303041577,0.43739870518062696,0.8561500159360781,0.8102605418786469,0.918090570318087
7,0.45495283434235945,0.7569191732664418,0.567579543914484,0.7044936300036415,0.4353525300696662,0.46306830028597723,0.8730731431453764,0.8259036563337016,0.9250705201834861
8,0.45223439573866764,0.7591548994716792,0.5735855851916299,0.726859772902974,0.5838484285254005,0.44187959158382334,0.873242341181569,0.8272254121361136,0.9081030910879633
